月份/地点,站点3预测,站点3实际
33.0,239.88,230.0
20.0,126.864,168.0
19.0,156.105,149.0
44.0,62.0868,52.0
13.0,125.972,119.0
15.0,56.5085,144.0
45.0,61.0492,86.0
24.0,118.494,126.0
38.0,64.0107,56.0
32.0,142.124,289.0
30.0,425.336,355.0
43.0,62.2842,65.0
18.0,126.833,164.0
42.0,108.86,107.0
22.0,198.129,193.0
26.0,36.8079,34.0
21.0,169.807,201.0
48.0,15.259,14.0
36.0,131.931,137.0
34.0,133.171,130.0
14.0,85.2725,79.0
16.0,180.0,191.0
40.0,169.529,165.0
17.0,202.843,164.0
47.0,47.5198,39.0
28.0,140.845,188.0
25.0,87.0492,46.0
39.0,115.921,119.0
27.0,52.6948,105.0
35.0,33.2014,186.0
46.0,60.02,48.0
37.0,65.409,110.0
23.0,163.596,153.0
31.0,417.715,232.0
41.0,124.193,180.0
29.0,227.631,343.0
