月份/地点,站点4预测,站点4实际
40.0,150.489,150.0
14.0,135.209,76.0
24.0,40.2222,43.0
35.0,93.4259,318.0
17.0,140.532,207.0
22.0,124.029,119.0
44.0,156.563,174.0
46.0,157.664,186.0
43.0,155.086,186.0
36.0,141.422,252.0
42.0,152.76,149.0
47.0,161.283,118.0
16.0,138.913,144.0
41.0,142.083,173.0
27.0,136.433,283.0
25.0,40.2222,175.0
21.0,170.356,176.0
19.0,149.711,249.0
37.0,176.066,153.0
48.0,150.349,114.0
33.0,139.4,262.0
39.0,163.217,155.0
28.0,163.146,243.0
20.0,165.536,179.0
30.0,172.474,215.0
32.0,165.013,209.0
15.0,137.787,141.0
13.0,137.442,101.0
31.0,171.513,303.0
45.0,161.779,120.0
18.0,145.781,208.0
29.0,178.955,138.0
26.0,85.4325,208.0
23.0,40.2222,102.0
38.0,169.492,171.0
34.0,71.4966,246.0
