月份/地点,站点10预测,站点10实际
14.0,17.3056,17.0
24.0,57.8429,62.0
27.0,37.0982,58.0
19.0,63.6548,61.0
22.0,64.5429,82.0
37.0,57.2957,134.0
44.0,70.95,73.0
21.0,66.2115,59.0
42.0,72.3486,76.0
45.0,65.8088,67.0
33.0,137.488,134.0
43.0,74.634,63.0
38.0,55.1008,52.0
13.0,30.937,30.0
26.0,44.0627,68.0
16.0,58.099,57.0
28.0,37.4927,34.0
20.0,66.1458,90.0
40.0,81.8619,76.0
17.0,66.7153,73.0
32.0,116.442,125.0
47.0,63.0511,73.0
39.0,73.3273,98.0
23.0,61.694,56.0
36.0,79.5215,79.0
35.0,110.879,110.0
18.0,58.9377,57.0
30.0,47.7011,158.0
31.0,77.7195,116.0
41.0,77.8822,97.0
34.0,132.971,85.0
29.0,41.1083,72.0
46.0,62.3066,99.0
15.0,34.1927,33.0
48.0,70.4098,52.0
25.0,52.9537,25.0
