月份/地点,站点13预测,站点13实际
36.0,4.0811,4.0
29.0,14.0885,14.0
48.0,3.5892,4.0
46.0,5.43172,13.0
43.0,4.35856,4.0
35.0,6.82619,14.0
47.0,3.68456,6.0
25.0,22.5926,25.0
34.0,10.1084,9.0
23.0,35.7765,38.0
17.0,1.14946,1.0
40.0,6.48677,6.0
13.0,8.45863,13.0
24.0,27.5539,28.0
38.0,4.02807,4.0
20.0,39.6388,40.0
22.0,43.5803,44.0
42.0,5.26333,5.0
41.0,7.10877,8.0
14.0,3.20073,3.0
28.0,17.5179,32.0
39.0,4.7283,5.0
44.0,4.15404,4.0
26.0,19.6126,18.0
18.0,3.72513,21.0
31.0,8.23403,8.0
33.0,13.9153,17.0
27.0,18.3125,51.0
45.0,4.3467,4.0
30.0,8.34199,9.0
32.0,12.1202,5.0
19.0,3.49299,50.0
16.0,1.02722,7.0
15.0,1.71503,7.0
37.0,3.62356,4.0
21.0,50.1332,43.0
