月份/地点,站点11预测,站点11实际
18.0,7.61825,10.0
14.0,5.3028,5.0
27.0,1.85836,2.0
39.0,27.469,33.0
46.0,48.3107,50.0
15.0,4.78943,5.0
32.0,4.59961,25.0
23.0,2.11322,4.0
25.0,0.993964,1.0
31.0,2.46729,26.0
38.0,22.5053,20.0
34.0,17.253,23.0
48.0,33.4562,32.0
24.0,1.8538,11.0
43.0,19.7047,28.0
29.0,3.30711,3.0
13.0,3.09211,3.0
17.0,4.0055,4.0
21.0,0.985561,1.0
22.0,2.18713,2.0
26.0,1.57426,6.0
42.0,14.9681,14.0
44.0,35.8993,32.0
16.0,2.18919,2.0
47.0,47.7051,49.0
30.0,4.9684,12.0
35.0,14.745,14.0
36.0,7.77888,8.0
45.0,51.6395,47.0
28.0,2.70773,6.0
41.0,20.0114,44.0
20.0,2.92643,11.0
40.0,24.5586,45.0
33.0,16.2666,13.0
19.0,6.20148,9.0
37.0,13.6752,29.0
