月份/地点,站点7预测,站点7实际
18.0,414.688,413.0
33.0,147.124,221.0
32.0,170.426,168.0
37.0,159.85,278.0
19.0,362.9,323.0
24.0,360.987,342.0
45.0,154.137,199.0
28.0,249.353,315.0
43.0,150.375,154.0
29.0,233.273,234.0
23.0,336.785,353.0
13.0,191.71,194.0
44.0,148.252,138.0
46.0,160.539,255.0
31.0,170.253,147.0
16.0,476.814,497.0
27.0,229.119,220.0
22.0,80.8557,79.0
34.0,144.642,138.0
17.0,503.613,518.0
41.0,193.085,239.0
21.0,252.177,249.0
20.0,386.174,420.0
47.0,192.212,182.0
38.0,171.817,141.0
35.0,174.595,300.0
40.0,207.629,312.0
39.0,191.604,206.0
26.0,185.436,185.0
14.0,264.576,121.0
42.0,181.342,153.0
25.0,249.93,170.0
15.0,394.823,460.0
30.0,187.321,300.0
36.0,168.999,285.0
48.0,207.511,174.0
