月份/地点,站点9预测,站点9实际
45.0,30.1758,32.0
15.0,224.291,269.0
31.0,99.9724,100.0
20.0,96.4534,100.0
23.0,101.217,161.0
34.0,75.9973,73.0
37.0,134.707,187.0
28.0,104.203,97.0
39.0,130.438,116.0
19.0,115.407,117.0
16.0,212.162,366.0
30.0,46.0389,134.0
48.0,14.5738,14.0
13.0,208.559,220.0
46.0,30.0484,38.0
47.0,23.7641,23.0
42.0,61.6119,59.0
43.0,50.5503,49.0
44.0,30.9115,26.0
38.0,106.197,82.0
35.0,48.6261,155.0
40.0,136.889,134.0
14.0,205.46,148.0
41.0,101.324,119.0
27.0,134.519,136.0
24.0,123.126,135.0
22.0,88.2727,86.0
32.0,96.9442,128.0
33.0,81.8312,89.0
21.0,88.4753,113.0
17.0,161.32,301.0
18.0,134.349,192.0
29.0,54.9501,94.0
25.0,149.115,70.0
36.0,97.0465,188.0
26.0,135.156,146.0
