月份/地点,站点15预测,站点15实际
30.0,162.535,153.0
13.0,126.633,133.0
27.0,117.374,139.0
42.0,314.908,312.0
15.0,155.984,173.0
25.0,94.9363,95.0
18.0,242.021,222.0
32.0,249.298,292.0
28.0,129.173,175.0
14.0,129.124,105.0
29.0,142.894,148.0
47.0,173.197,185.0
31.0,196.555,263.0
17.0,233.239,225.0
35.0,276.808,332.0
46.0,216.964,216.0
38.0,135.789,139.0
24.0,106.995,107.0
34.0,317.902,311.0
21.0,230.315,220.0
48.0,129.44,130.0
26.0,95.9644,96.0
22.0,186.841,230.0
20.0,231.164,239.0
43.0,317.967,327.0
41.0,223.711,405.0
36.0,205.426,197.0
39.0,113.645,301.0
19.0,234.027,224.0
45.0,249.144,267.0
33.0,291.912,340.0
44.0,307.058,245.0
37.0,139.57,280.0
23.0,134.198,164.0
40.0,135.515,384.0
16.0,185.776,231.0
