月份/地点,站点5预测,站点5实际
36.0,34.7012,34.0
26.0,37.3861,87.0
25.0,29.8073,29.0
40.0,30.7992,34.0
18.0,45.3917,73.0
35.0,48.4095,51.0
48.0,78.7059,63.0
42.0,25.9596,24.0
28.0,47.5562,61.0
24.0,46.6679,48.0
23.0,34.8325,32.0
47.0,73.845,110.0
33.0,60.8437,58.0
41.0,29.0789,52.0
29.0,52.5762,51.0
20.0,26.1998,108.0
15.0,63.746,65.0
17.0,48.3645,47.0
39.0,29.8725,27.0
46.0,62.2089,81.0
32.0,19.0855,56.0
37.0,33.5401,50.0
43.0,29.9109,28.0
31.0,25.39,78.0
14.0,43.2932,42.0
21.0,8.92978,9.0
22.0,2.71717,4.0
34.0,67.8093,72.0
16.0,54.9473,57.0
27.0,40.8809,70.0
19.0,38.922,85.0
38.0,25.0142,16.0
44.0,40.3455,42.0
13.0,59.3442,35.0
30.0,48.3672,110.0
45.0,52.2637,33.0
