月份/地点,站点6预测,站点6实际
17.0,13.6341,13.0
34.0,161.623,153.0
21.0,26.4035,62.0
19.0,15.4708,17.0
36.0,127.617,119.0
44.0,35.6335,35.0
48.0,65.6968,52.0
47.0,64.9025,70.0
40.0,73.3555,75.0
38.0,36.8508,37.0
26.0,66.7342,67.0
15.0,14.9056,21.0
29.0,76.1498,77.0
16.0,15.3815,9.0
42.0,87.0341,85.0
22.0,41.9817,136.0
46.0,73.8137,68.0
18.0,14.0817,19.0
45.0,52.8777,56.0
24.0,154.461,143.0
35.0,152.147,173.0
28.0,75.0188,77.0
33.0,170.772,185.0
23.0,96.4624,195.0
30.0,95.3072,99.0
25.0,104.587,108.0
31.0,98.3289,159.0
39.0,73.3411,74.0
43.0,94.3334,42.0
13.0,14.7124,20.0
37.0,54.5168,80.0
14.0,15.0851,19.0
32.0,143.761,172.0
20.0,15.2426,42.0
41.0,43.5047,127.0
27.0,90.2107,67.0
