月份/地点,站点9预测,站点9实际
16.0,163.215,366.0
11.0,-1.41414,36.0
14.0,128.613,148.0
24.0,114.09,135.0
47.0,23.0181,23.0
23.0,-1.41414,161.0
45.0,33.1665,32.0
15.0,102.639,269.0
43.0,45.2624,49.0
27.0,134.814,136.0
42.0,61.5969,59.0
46.0,30.9734,38.0
39.0,120.102,116.0
37.0,95.6839,187.0
31.0,80.7762,100.0
40.0,119.209,134.0
18.0,194.359,192.0
30.0,82.2736,134.0
13.0,196.063,220.0
32.0,77.3739,128.0
29.0,91.1751,94.0
12.0,-1.41414,3.0
28.0,108.368,97.0
38.0,106.253,82.0
34.0,84.9843,73.0
44.0,25.4727,26.0
26.0,148.012,146.0
22.0,-1.41414,86.0
25.0,73.5655,70.0
36.0,89.7409,188.0
19.0,174.335,117.0
21.0,-1.41414,113.0
20.0,46.3522,100.0
35.0,74.7457,155.0
33.0,91.1489,89.0
48.0,22.6875,14.0
17.0,188.144,301.0
41.0,80.1909,119.0
