月份/地点,站点3预测,站点3实际
28.0,185.044,188.0
31.0,221.499,232.0
29.0,325.952,343.0
43.0,64.2565,65.0
42.0,103.675,107.0
18.0,74.8981,164.0
34.0,132.109,130.0
35.0,178.29,186.0
23.0,159.409,153.0
45.0,62.8229,86.0
39.0,117.732,119.0
13.0,98.4847,119.0
11.0,112.223,117.0
17.0,156.087,164.0
30.0,346.878,355.0
24.0,97.7618,126.0
44.0,52.7798,52.0
22.0,187.52,193.0
48.0,10.5556,14.0
46.0,51.6444,48.0
15.0,143.874,144.0
27.0,105.106,105.0
33.0,225.665,230.0
47.0,10.5556,39.0
16.0,175.83,191.0
41.0,168.868,180.0
32.0,282.116,289.0
36.0,142.116,137.0
21.0,131.862,201.0
25.0,65.8202,46.0
40.0,177.392,165.0
26.0,68.5455,34.0
14.0,148.327,79.0
12.0,114.28,148.0
38.0,113.541,56.0
37.0,185.64,110.0
19.0,69.2025,149.0
20.0,76.9327,168.0
