月份/地点,站点8预测,站点8实际
41.0,86.8164,83.0
15.0,287.49,300.0
45.0,98.2778,94.0
26.0,246.551,278.0
43.0,95.2491,95.0
37.0,160.397,178.0
25.0,63.8091,64.0
14.0,156.355,164.0
22.0,93.772,228.0
24.0,173.197,167.0
40.0,107.455,109.0
29.0,76.2394,79.0
17.0,208.287,208.0
47.0,146.785,148.0
36.0,129.641,144.0
20.0,86.1477,88.0
38.0,120.191,123.0
27.0,261.837,291.0
30.0,64.1316,65.0
42.0,98.2841,115.0
33.0,32.1812,31.0
31.0,75.4201,78.0
23.0,147.937,384.0
35.0,157.956,171.0
28.0,132.49,141.0
13.0,140.263,158.0
21.0,124.571,126.0
48.0,121.114,147.0
46.0,123.584,174.0
16.0,210.632,212.0
39.0,126.091,111.0
18.0,324.46,134.0
34.0,124.196,38.0
11.0,136.802,38.0
44.0,88.6865,107.0
32.0,68.9977,100.0
12.0,132.06,19.0
19.0,86.5129,108.0
