月份/地点,站点15预测,站点15实际
40.0,215.97,384.0
16.0,233.781,231.0
41.0,414.514,405.0
30.0,150.999,153.0
36.0,198.961,197.0
39.0,210.967,301.0
33.0,341.723,340.0
44.0,253.162,245.0
45.0,278.31,267.0
11.0,85.9826,86.0
25.0,94.814,95.0
29.0,147.983,148.0
17.0,236.753,225.0
22.0,222.365,230.0
32.0,290.42,292.0
23.0,179.768,164.0
48.0,134.345,130.0
12.0,133.525,136.0
43.0,335.071,327.0
27.0,136.556,139.0
18.0,221.711,222.0
14.0,104.413,105.0
37.0,280.16,280.0
47.0,204.875,185.0
20.0,268.399,239.0
28.0,166.987,175.0
46.0,219.063,216.0
19.0,226.68,224.0
13.0,130.97,133.0
26.0,95.3061,96.0
38.0,200.103,139.0
24.0,144.746,107.0
42.0,412.171,312.0
21.0,278.722,220.0
34.0,290.466,311.0
35.0,221.192,332.0
31.0,231.39,263.0
15.0,145.852,173.0
