月份/地点,站点6预测,站点6实际
45.0,54.6819,56.0
12.0,21.6365,22.0
31.0,149.064,159.0
36.0,115.361,119.0
47.0,66.8085,70.0
42.0,79.1883,85.0
14.0,19.0481,19.0
48.0,49.5499,52.0
11.0,8.07579,8.0
20.0,40.3569,42.0
32.0,165.899,172.0
18.0,19.5298,19.0
23.0,184.515,195.0
24.0,137.634,143.0
40.0,72.9763,75.0
30.0,96.7933,99.0
41.0,121.275,127.0
13.0,19.7434,20.0
27.0,63.9515,67.0
22.0,130.979,136.0
46.0,67.1071,68.0
16.0,8.9057,9.0
21.0,57.5495,62.0
25.0,105.867,108.0
28.0,74.2208,77.0
38.0,35.5544,37.0
33.0,178.709,185.0
35.0,167.184,173.0
43.0,40.4268,42.0
39.0,71.9555,74.0
44.0,38.46,35.0
19.0,20.0148,17.0
34.0,145.878,153.0
17.0,25.1354,13.0
26.0,29.3935,67.0
37.0,57.2663,80.0
15.0,18.3151,21.0
29.0,72.296,77.0
