月份/地点,站点1预测,站点1实际
46.0,10.1118,10.0
42.0,12.0266,13.0
33.0,7.64486,26.0
36.0,10.7614,24.0
39.0,7.825,9.0
15.0,7.00284,7.0
30.0,22.0501,23.0
34.0,9.61949,11.0
11.0,22.9401,24.0
41.0,9.51344,8.0
23.0,32.7282,39.0
20.0,41.3546,42.0
22.0,50.2327,51.0
16.0,8.20028,9.0
24.0,7.48601,8.0
19.0,16.6043,62.0
35.0,9.72281,23.0
40.0,7.9264,8.0
13.0,15.0531,16.0
38.0,9.76603,8.0
17.0,11.432,22.0
29.0,17.6217,16.0
32.0,8.96901,9.0
26.0,15.414,16.0
45.0,11.4608,17.0
18.0,15.2289,17.0
27.0,12.7628,13.0
25.0,4.01978,4.0
31.0,17.5079,18.0
12.0,16.8126,17.0
44.0,14.6327,11.0
14.0,8.64183,8.0
37.0,11.9976,15.0
47.0,9.18582,11.0
28.0,15.5253,14.0
43.0,13.4043,16.0
48.0,9.16177,6.0
21.0,55.7101,49.0
