月份/地点,站点12预测,站点12实际
35.0,122.525,128.0
20.0,84.9803,90.0
44.0,144.504,142.0
38.0,129.052,121.0
19.0,82.9103,84.0
41.0,199.48,212.0
14.0,69.3157,69.0
42.0,154.139,170.0
48.0,87.8438,93.0
28.0,183.964,206.0
12.0,79.9229,83.0
24.0,28.2828,35.0
18.0,95.3778,100.0
29.0,205.95,180.0
46.0,119.53,126.0
16.0,135.517,143.0
45.0,138.15,135.0
11.0,158.394,163.0
39.0,91.509,216.0
37.0,151.958,174.0
43.0,145.114,151.0
32.0,210.46,222.0
15.0,157.703,160.0
17.0,113.817,121.0
33.0,157.679,161.0
25.0,57.1034,59.0
47.0,104.408,103.0
13.0,62.2793,63.0
26.0,79.9573,82.0
40.0,230.094,233.0
23.0,28.2828,33.0
30.0,136.866,224.0
22.0,118.158,69.0
27.0,79.5144,150.0
31.0,278.015,239.0
34.0,109.198,124.0
21.0,102.902,113.0
36.0,162.38,154.0
