月份/地点,站点2预测,站点2实际
25.0,64.0155,64.0
22.0,143.959,138.0
15.0,227.76,237.0
45.0,195.812,186.0
20.0,223.684,234.0
46.0,247.507,268.0
12.0,196.088,186.0
38.0,65.0002,63.0
14.0,209.265,195.0
33.0,213.163,234.0
13.0,200.905,245.0
26.0,193.141,193.0
40.0,149.607,146.0
17.0,261.412,269.0
35.0,252.027,261.0
44.0,176.247,165.0
28.0,158.761,155.0
39.0,118.733,115.0
24.0,117.073,119.0
19.0,279.706,291.0
36.0,143.59,153.0
30.0,239.327,242.0
16.0,301.011,283.0
11.0,192.719,200.0
18.0,323.527,335.0
32.0,220.796,188.0
21.0,147.925,141.0
42.0,158.936,165.0
29.0,185.633,196.0
43.0,144.768,143.0
31.0,249.597,179.0
47.0,250.274,280.0
27.0,162.365,279.0
41.0,130.232,141.0
23.0,139.54,205.0
48.0,252.157,187.0
34.0,273.053,126.0
37.0,175.875,167.0
