月份/地点,站点8预测,站点8实际
47.0,122.97898,148.0
39.0,113.252014,111.0
46.0,113.69148,174.0
37.0,179.0653,178.0
17.0,143.31769,208.0
12.0,12.858586,19.0
16.0,224.86337,212.00002
33.0,29.858124,31.0
30.0,68.88762,65.0
20.0,92.54289,88.0
21.0,84.565636,126.0
44.0,96.770905,107.0
28.0,87.90503,141.0
31.0,56.562527,78.0
45.0,103.79262,94.0
48.0,115.999794,147.0
27.0,93.754105,291.0
18.0,118.84809,134.0
40.0,107.36797,109.00001
41.0,103.01894,82.99999
29.0,78.81668,79.0
25.0,92.71009,64.0
15.0,276.5013,300.0
22.0,74.76528,228.0
23.0,65.51371,384.0
26.0,94.069984,278.0
14.0,172.2547,164.0
11.0,33.825417,38.0
42.0,99.21633,114.99999
38.0,128.01047,123.0
19.0,102.09495,108.0
24.0,85.26601,167.0
32.0,37.45794,100.0
35.0,61.881557,171.0
43.0,96.42863,95.0
34.0,58.45737,38.0
13.0,28.052055,158.0
36.0,258.92715,144.0
