月份/地点,站点10预测,站点10实际
20.0,84.845406,90.0
40.0,71.65508,76.0
23.0,57.063385,56.0
32.0,122.458786,125.0
12.0,30.791296,30.0
42.0,72.87841,76.0
25.0,24.160934,25.0
45.0,73.679,67.0
35.0,109.649055,110.0
36.0,79.602196,79.0
27.0,57.81701,58.0
47.0,74.83032,73.0
34.0,84.38544,84.99999
37.0,130.011,133.99998
14.0,17.274757,17.0
24.0,54.708534,61.999996
38.0,51.950886,52.0
31.0,114.68808,115.999985
30.0,81.102425,158.0
41.0,77.13586,96.999985
29.0,73.25766,72.0
19.0,61.811085,61.0
18.0,60.382584,57.000004
44.0,71.67874,73.0
17.0,69.21954,73.0
46.0,73.11091,98.99999
43.0,71.36243,63.0
13.0,28.68969,30.0
16.0,62.32556,57.000004
15.0,34.782486,33.0
11.0,46.27063,37.0
22.0,81.41663,82.0
28.0,61.663918,34.0
48.0,70.017136,52.0
33.0,93.29743,133.99998
26.0,44.185204,68.0
39.0,81.344124,97.99999
21.0,107.79417,59.0
