月份/地点,站点15预测,站点15实际
46.0,209.47672,215.99998
19.0,232.04347,224.0
13.0,128.57773,133.0
38.0,136.25595,139.0
34.0,305.7588,311.0
33.0,334.75574,340.00003
48.0,126.926155,130.0
22.0,196.40521,229.99998
26.0,96.538124,96.0
36.0,200.13469,197.0
30.0,151.5495,153.0
37.0,279.8358,280.0
40.0,386.61716,384.0
12.0,137.82399,136.0
27.0,139.19478,139.0
28.0,175.37833,175.00002
18.0,223.41754,222.0
11.0,85.991196,86.0
42.0,294.57047,312.0
29.0,148.58948,148.0
24.0,106.11585,107.0
47.0,177.27411,185.0
20.0,234.3351,239.0
14.0,104.915985,105.0
17.0,225.05275,225.0
16.0,230.4242,231.0
35.0,342.9862,332.0
23.0,169.7178,164.0
41.0,398.48215,405.0
21.0,227.75127,220.0
32.0,321.41873,292.0
31.0,201.04112,263.0
43.0,341.2199,327.0
45.0,245.2512,267.0
25.0,88.27072,95.0
15.0,148.0031,173.0
39.0,113.1804,301.0
44.0,159.2527,245.0
