月份/地点,站点2预测,站点2实际
30.0,236.87178,242.0
44.0,169.62578,164.99998
11.0,204.60526,200.0
33.0,226.48431,234.0
38.0,63.36507,63.0
24.0,116.96423,119.0
29.0,194.67757,196.0
14.0,200.60136,195.0
41.0,140.40982,141.0
17.0,282.68268,269.0
25.0,63.86454,64.0
36.0,146.81886,153.0
26.0,196.89598,193.00003
43.0,142.45142,143.0
15.0,222.59518,237.00002
34.0,124.895744,126.0
46.0,260.12802,268.00003
28.0,156.13686,155.0
18.0,303.78735,335.0
21.0,141.87125,141.0
23.0,194.84984,205.00002
22.0,134.01338,138.0
37.0,163.51091,166.99998
16.0,224.16869,283.00003
27.0,274.71423,279.00003
13.0,237.21179,245.00002
40.0,144.4557,146.0
20.0,239.29118,234.0
45.0,188.26544,186.00002
32.0,188.92538,188.0
35.0,79.764786,261.0
19.0,306.26352,291.00003
31.0,212.67091,179.00002
39.0,99.50641,115.0
12.0,220.48053,186.00002
42.0,102.54109,164.99998
47.0,287.5217,280.0
48.0,295.4314,187.0
