月份/地点,站点12预测,站点12实际
24.0,28.28283,35.0
13.0,61.69275,63.0
21.0,114.76363,113.0
45.0,142.97145,135.0
30.0,214.78665,224.0
17.0,119.0235,120.99999
18.0,99.5127,100.0
44.0,147.28024,142.0
33.0,167.4232,161.0
19.0,82.10939,84.0
26.0,79.806015,82.0
31.0,252.64455,239.00002
48.0,91.61917,93.0
36.0,159.66708,154.0
37.0,154.79297,174.0
15.0,159.81783,160.0
40.0,230.95863,233.0
28.0,201.49625,206.0
29.0,214.14613,180.0
25.0,58.845226,59.0
39.0,100.037346,216.0
16.0,141.12437,143.0
32.0,222.1456,222.0
42.0,175.99911,170.0
35.0,125.772285,128.0
27.0,149.77866,150.0
11.0,163.92194,163.0
38.0,130.68723,120.99999
41.0,204.39195,212.0
43.0,153.09174,151.0
34.0,133.87938,124.0
47.0,109.75497,103.0
46.0,127.18471,126.0
23.0,75.33576,33.0
22.0,130.49338,69.0
14.0,91.95086,69.0
12.0,128.25873,83.0
20.0,78.76937,90.0
