月份/地点,站点10预测,站点10实际
40.0,74.434944,76.0
48.0,54.71356,52.0
26.0,34.410778,68.0
25.0,26.40733,25.0
34.0,94.109825,84.99999
24.0,31.230711,61.999996
45.0,67.790794,67.0
14.0,17.081547,17.0
35.0,97.55731,110.0
28.0,38.864033,34.0
29.0,55.907448,72.0
16.0,59.936687,57.000004
11.0,38.68108,37.0
37.0,73.80237,133.99998
33.0,121.813065,133.99998
31.0,106.986885,115.999985
13.0,25.098423,30.0
32.0,141.54785,125.0
30.0,76.04337,158.0
44.0,64.368256,73.0
47.0,70.728714,73.0
38.0,55.949955,52.0
27.0,39.254986,58.0
43.0,72.19737,63.0
20.0,90.0947,90.0
39.0,64.82495,97.99999
19.0,64.24149,61.0
42.0,74.03332,76.0
22.0,66.62932,82.0
12.0,31.41847,30.0
46.0,63.43106,98.99999
21.0,95.17832,59.0
18.0,77.928894,57.000004
17.0,78.612465,73.0
23.0,33.66167,56.0
36.0,85.888824,79.0
15.0,36.87409,33.0
41.0,71.02673,96.999985
