月份/地点,站点14预测,站点14实际
25.0,18.677217,16.0
17.0,32.31742,56.0
42.0,17.647541,15.000001
28.0,8.457431,8.0
33.0,20.146894,33.0
43.0,15.045276,27.0
19.0,38.9296,39.0
21.0,37.00346,30.000002
23.0,28.294426,27.0
44.0,9.852576,48.0
13.0,31.500397,57.0
16.0,28.417282,54.0
35.0,9.688384,21.0
30.0,27.8245,30.000002
41.0,26.793695,41.0
38.0,19.443573,18.0
39.0,26.033783,25.0
36.0,8.349405,7.0
29.0,19.804905,21.0
31.0,24.177385,21.0
20.0,34.940567,54.0
37.0,13.361222,15.000001
15.0,35.64346,23.0
14.0,37.710583,41.0
27.0,10.705924,19.0
48.0,17.961401,17.0
11.0,16.29146,57.999996
34.0,13.828712,22.0
12.0,25.000408,53.0
22.0,31.33751,37.0
40.0,26.483656,15.000001
26.0,13.87237,18.0
18.0,38.171425,49.0
24.0,23.308292,27.0
32.0,22.229239,17.0
47.0,19.55232,28.999998
45.0,15.194623,40.0
46.0,19.695318,32.0
