月份/地点,站点4预测,站点4实际
31.0,82.28053,303.0
45.0,121.65903,120.0
28.0,123.460976,243.0
20.0,131.70477,179.0
42.0,140.96562,149.00002
34.0,107.7549,246.0
38.0,165.57188,171.0
24.0,41.548573,43.0
14.0,117.39339,76.0
19.0,119.36686,249.0
39.0,160.35672,155.0
37.0,169.01851,153.0
32.0,99.730576,209.0
15.0,114.02966,141.0
13.0,119.1929,101.0
18.0,104.02636,208.0
33.0,40.22222,262.0
36.0,165.24358,252.0
23.0,111.39175,102.0
47.0,117.93385,117.99999
29.0,131.76237,138.0
48.0,118.667305,114.00001
21.0,174.17722,176.0
46.0,124.38685,186.0
12.0,123.38528,117.99999
26.0,116.847984,208.0
16.0,105.71154,144.0
35.0,158.01427,318.0
11.0,126.401054,106.0
43.0,132.48216,186.0
44.0,125.87489,174.0
30.0,119.98141,215.0
40.0,159.81886,149.99998
27.0,116.64522,283.0
22.0,143.40977,119.0
25.0,115.09011,175.0
17.0,88.36578,207.0
41.0,151.5394,173.0
