月份/地点,站点11预测,站点11实际
26.0,1.5710019,6.0
24.0,1.0913022,11.0
20.0,2.8446524,11.0
48.0,32.574436,32.0
41.0,32.313587,44.0
18.0,5.6328073,10.0
13.0,2.8196952,3.0
36.0,7.7574234,8.0
32.0,1.0921961,25.0
30.0,3.9326804,12.0
42.0,18.347927,14.0
31.0,2.3862913,25.999998
47.0,47.925976,49.0
16.0,1.8313792,2.0
46.0,46.52242,50.0
15.0,4.748905,5.0
29.0,3.8569984,3.0
37.0,16.083366,29.0
35.0,5.2147717,14.0
38.0,24.496464,20.0
43.0,21.477798,28.0
25.0,1.060094,1.0
12.0,2.100305,2.0
40.0,36.63148,45.0
19.0,5.72957,9.0
11.0,2.6655633,3.0
39.0,31.493021,33.0
44.0,33.701736,32.0
17.0,4.170517,4.0
21.0,1.0758814,1.0
14.0,4.740792,5.0
23.0,0.99263185,4.0
28.0,3.696743,6.0
34.0,3.4592502,23.0
33.0,2.3504016,12.999999
45.0,41.89749,47.0
22.0,1.0017956,2.0
27.0,2.3591537,2.0
