月份/地点,站点6预测,站点6实际
16.0,8.896008,9.0
11.0,11.401792,8.0
17.0,12.450218,13.000002
34.0,132.82874,153.0
26.0,67.82083,67.0
24.0,156.68513,143.0
12.0,10.774354,22.0
41.0,54.30802,127.0
48.0,58.89985,52.0
30.0,64.74575,98.99999
14.0,12.484421,19.000002
37.0,82.813095,80.0
36.0,154.49968,119.0
39.0,47.336002,74.0
43.0,47.50458,42.0
46.0,69.00825,68.0
44.0,33.577,35.0
33.0,126.94063,185.0
42.0,90.9657,85.0
19.0,17.60679,17.0
27.0,66.5413,67.0
35.0,117.33182,173.0
22.0,50.828743,136.0
23.0,97.33445,194.99998
40.0,80.444595,75.0
29.0,75.653275,77.0
45.0,56.30454,56.0
31.0,87.101944,159.0
38.0,39.41753,37.0
20.0,24.12042,42.0
25.0,107.585075,108.0
47.0,65.02849,70.0
21.0,27.567211,62.0
13.0,16.60266,20.0
18.0,19.6409,19.000002
32.0,150.8173,172.0
15.0,9.36509,21.0
28.0,76.85072,77.0
