月份/地点,站点15预测,站点15实际
39.0,128.78467,301.0
37.0,177.15137,280.0
29.0,159.84776,148.0
27.0,128.98012,139.0
28.0,157.10777,175.00002
31.0,198.24713,263.0
16.0,202.85239,231.0
17.0,233.85062,225.0
19.0,228.31096,224.0
24.0,108.77928,107.0
41.0,160.4254,405.0
36.0,221.68628,197.0
40.0,129.30733,384.0
44.0,263.1406,245.0
34.0,297.50494,311.0
38.0,148.96461,139.0
30.0,170.3232,153.0
22.0,200.18195,229.99998
48.0,139.33386,130.0
23.0,157.79887,164.0
26.0,95.00575,96.0
18.0,233.97507,222.0
11.0,85.89241,86.0
45.0,247.2607,267.0
21.0,244.607,220.0
46.0,213.3227,215.99998
13.0,130.63194,133.0
15.0,165.84587,173.0
47.0,184.83475,185.0
35.0,291.7049,332.0
42.0,209.17055,312.0
43.0,245.97545,327.0
20.0,244.03697,239.0
33.0,266.68552,340.00003
25.0,91.185555,95.0
32.0,227.0286,292.0
12.0,104.51953,136.0
14.0,149.40317,105.0
