月份/地点,站点12预测,站点12实际
12.0,79.46339,83.0
18.0,106.02372,100.0
23.0,33.022167,33.0
46.0,131.65337,126.0
22.0,47.405476,69.0
27.0,149.81526,150.0
37.0,128.87404,174.0
15.0,99.24264,160.0
45.0,138.55855,135.0
29.0,204.57837,180.0
28.0,199.66449,206.0
32.0,221.8643,222.0
26.0,82.314644,82.0
24.0,35.1772,35.0
16.0,103.97792,143.0
36.0,132.94643,154.0
13.0,63.685776,63.0
43.0,151.02478,151.0
30.0,216.40196,224.0
25.0,58.608723,59.0
44.0,144.38701,142.0
39.0,125.29584,216.0
20.0,76.944984,90.0
19.0,98.32325,84.0
47.0,124.1935,103.0
14.0,71.43884,69.0
35.0,137.31168,128.0
42.0,155.49469,170.0
40.0,134.39494,233.0
33.0,162.9392,161.0
21.0,41.89285,113.0
48.0,114.466446,93.0
38.0,129.73553,120.99999
41.0,147.98738,212.0
34.0,134.15584,124.0
31.0,218.8511,239.00002
17.0,106.345634,120.99999
11.0,107.74733,163.0
