月份/地点,站点11预测,站点11实际
27.0,2.1809287,2.0
11.0,3.0062466,3.0
36.0,8.346316,8.0
47.0,48.997055,49.0
43.0,26.918983,28.0
35.0,12.637101,14.0
18.0,6.1039762,10.0
25.0,1.0009041,1.0
39.0,31.005857,33.0
34.0,13.459459,23.0
13.0,2.9895594,3.0
23.0,4.390947,4.0
19.0,1.7419301,9.0
30.0,6.254089,12.0
24.0,4.8181753,11.0
41.0,41.802628,44.0
44.0,35.429092,32.0
33.0,15.618058,12.999999
22.0,1.8577758,2.0
20.0,1.2557094,11.0
46.0,46.519737,50.0
40.0,43.820377,45.0
48.0,32.121826,32.0
16.0,2.1931722,2.0
37.0,12.929852,29.0
38.0,22.381002,20.0
21.0,0.9989879,1.0
17.0,4.0452065,4.0
32.0,13.869092,25.0
42.0,14.906995,14.0
31.0,1.3001708,25.999998
12.0,2.500063,2.0
14.0,3.0558994,5.0
26.0,2.6303518,6.0
15.0,3.0385616,5.0
28.0,5.2564807,6.0
45.0,39.705196,47.0
29.0,4.4452243,3.0
