月份/地点,站点1预测,站点1实际
17.0,16.383228,22.0
46.0,10.330114,10.0
18.0,18.116158,17.0
40.0,7.8528194,8.0
48.0,6.4918175,6.0
35.0,7.0282555,23.0
19.0,16.533386,62.000004
41.0,8.187779,8.0
12.0,18.203766,17.0
14.0,8.654112,8.0
25.0,3.678489,4.0
30.0,19.719938,23.0
20.0,17.098577,42.0
21.0,18.290384,49.0
38.0,8.468106,8.0
45.0,10.7422905,17.0
13.0,15.207839,16.0
16.0,9.623054,9.0
11.0,22.296473,24.0
31.0,17.96262,18.0
22.0,15.462762,51.0
37.0,8.515488,15.0
47.0,8.273353,11.0
27.0,12.888632,13.0
26.0,11.119718,16.0
28.0,14.255464,14.0
33.0,9.1967325,26.0
44.0,11.3039,11.0
36.0,8.133368,24.0
32.0,12.036003,9.0
24.0,4.219824,8.0
39.0,7.9612017,9.0
42.0,9.590766,13.0
15.0,6.9968977,7.0
23.0,8.987567,39.0
43.0,11.820691,16.0
34.0,6.4816966,11.0
29.0,13.745427,16.0
