月份/地点,站点8预测,站点8实际
36.0,184.85133,144.0
43.0,96.57561,95.0
47.0,125.280525,148.0
30.0,71.406906,65.0
28.0,87.879425,141.0
25.0,107.93735,64.0
31.0,75.3014,78.0
42.0,97.30038,114.99999
16.0,189.7857,212.00002
14.0,189.6749,164.0
17.0,136.92717,208.0
11.0,12.858586,38.0
45.0,126.01934,94.0
32.0,94.506195,100.0
22.0,81.67123,228.0
37.0,164.23935,178.0
15.0,202.99124,300.0
38.0,126.68716,123.0
40.0,106.747635,109.00001
13.0,129.46893,158.0
24.0,132.69283,167.0
20.0,85.095055,88.0
41.0,101.51046,82.99999
26.0,95.81358,278.0
44.0,106.10149,107.0
23.0,110.6997,384.0
29.0,78.148224,79.0
19.0,99.17334,108.0
12.0,12.858586,19.0
39.0,112.731895,111.0
33.0,123.87333,31.0
46.0,124.29203,174.0
34.0,125.044075,38.0
21.0,74.75466,126.0
18.0,110.00509,134.0
27.0,91.66263,291.0
35.0,149.87535,171.0
48.0,112.50248,147.0
