月份/地点,站点5预测,站点5实际
29.0,48.47469,51.0
19.0,18.00916,85.0
33.0,2.7171717,58.0
27.0,59.777172,70.0
25.0,31.225628,29.0
48.0,63.224964,63.0
36.0,32.571297,34.0
23.0,31.947838,32.0
22.0,2.7171717,4.0
46.0,48.023624,81.0
47.0,50.96344,110.0
11.0,45.45401,51.0
16.0,56.101128,57.0
21.0,10.258031,9.0
12.0,46.72906,47.0
26.0,49.863644,87.0
24.0,43.221764,48.0
13.0,33.803127,35.0
44.0,36.32318,42.0
40.0,29.128153,34.0
32.0,53.466084,56.0
31.0,77.663315,78.0
41.0,27.485878,52.0
15.0,59.910873,65.0
42.0,27.03373,24.0
37.0,24.57028,50.0
17.0,48.58569,47.0
45.0,41.219532,33.0
38.0,18.23696,16.000002
28.0,62.32529,61.0
43.0,32.27778,28.0
35.0,31.248909,51.0
39.0,21.738758,27.0
20.0,9.740043,108.0
30.0,43.78276,110.0
18.0,28.515873,73.0
34.0,16.965124,72.0
14.0,50.56476,42.0
