月份/地点,站点9预测,站点9实际
39.0,95.9601,116.0
43.0,67.80445,49.0
48.0,10.074137,14.0
40.0,87.1898,134.0
24.0,90.32868,135.0
18.0,187.27832,192.0
23.0,70.6413,161.0
36.0,85.48865,188.0
28.0,94.368164,97.0
13.0,-1.414141,220.0
17.0,186.82974,301.0
27.0,90.42939,136.0
16.0,142.02072,366.0
42.0,87.89128,58.999996
35.0,64.35636,155.0
45.0,29.91924,32.0
15.0,105.373375,269.0
38.0,118.80268,82.0
20.0,108.2516,100.0
19.0,148.3464,117.00001
11.0,26.430204,36.0
21.0,85.226295,113.00001
47.0,16.415436,23.0
14.0,88.41575,148.0
29.0,84.45202,94.0
22.0,77.278076,86.0
31.0,84.4626,100.0
12.0,3.0353487,3.0
25.0,98.878334,70.0
37.0,109.0776,187.0
46.0,19.511698,38.0
44.0,49.55628,26.0
33.0,86.54304,89.0
34.0,77.14413,73.0
26.0,83.60087,146.0
30.0,75.66898,134.0
41.0,88.93762,119.0
32.0,80.533134,128.0
