月份/地点,站点2预测,站点2实际
43.0,159.52716,143.0
40.0,134.10886,146.0
47.0,201.32393,280.0
26.0,144.68144,193.00003
44.0,166.43448,164.99998
19.0,269.74533,291.00003
18.0,238.88733,335.0
13.0,194.78415,245.00002
39.0,116.71597,115.0
28.0,166.58186,155.0
20.0,272.12247,234.0
38.0,122.66112,63.0
37.0,131.151,166.99998
15.0,203.58746,237.00002
24.0,111.45359,119.0
30.0,190.73117,242.0
45.0,175.67113,186.00002
22.0,147.06783,138.0
17.0,222.12216,269.0
25.0,79.36045,64.0
36.0,141.14096,153.0
31.0,202.6375,179.00002
27.0,178.28632,279.00003
12.0,197.318,186.00002
23.0,148.0763,205.00002
11.0,198.57854,200.0
32.0,193.94244,188.0
16.0,201.32832,283.00003
14.0,206.39424,195.0
48.0,227.37877,187.0
33.0,172.59239,234.0
42.0,162.56726,164.99998
34.0,175.16324,126.0
21.0,227.70668,141.0
35.0,128.25758,261.0
29.0,184.8355,196.0
46.0,182.54817,268.00003
41.0,150.7207,141.0
