月份/地点,站点11预测,站点11实际
13.0,3.1098614,3.0
11.0,2.824435,3.0
16.0,2.2808092,2.0
24.0,3.6155221,11.0
37.0,11.658851,29.0
21.0,1.0011992,1.0
34.0,13.35185,23.0
26.0,2.8324234,6.0
43.0,28.321402,28.0
32.0,6.327775,25.0
12.0,1.9727538,2.0
36.0,7.660977,8.0
15.0,4.3111362,5.0
19.0,5.9547334,9.0
42.0,15.401316,14.0
47.0,48.81701,49.0
33.0,14.6785345,12.999999
17.0,3.8476834,4.0
20.0,4.1234884,11.0
27.0,3.2303963,2.0
40.0,20.385578,45.0
30.0,7.719764,12.0
41.0,17.897749,44.0
45.0,48.965168,47.0
23.0,3.4833276,4.0
35.0,13.539623,14.0
31.0,3.6057785,25.999998
46.0,50.45294,50.0
18.0,7.1853185,10.0
25.0,0.9925836,1.0
14.0,4.398813,5.0
29.0,6.3472934,3.0
44.0,41.170704,32.0
48.0,48.62506,32.0
28.0,5.9272585,6.0
22.0,2.1757586,2.0
38.0,15.637076,20.0
39.0,18.983332,33.0
