月份/地点,站点12预测,站点12实际
48.0,108.05749,93.0
18.0,108.97216,100.0
43.0,152.55609,151.0
24.0,35.826,35.0
35.0,132.44821,128.0
38.0,148.3442,120.99999
32.0,223.11815,222.0
16.0,144.8048,143.0
26.0,87.360435,82.0
12.0,81.94338,83.0
28.0,193.40784,206.0
17.0,117.89654,120.99999
29.0,208.64413,180.0
31.0,229.4229,239.00002
40.0,179.52083,233.0
21.0,68.508064,113.0
44.0,144.8394,142.0
27.0,145.76292,150.0
22.0,71.94318,69.0
46.0,131.75897,126.0
15.0,89.85103,160.0
14.0,70.10187,69.0
33.0,168.257,161.0
11.0,160.76994,163.0
37.0,141.50186,174.0
36.0,132.55481,154.0
20.0,80.60209,90.0
25.0,59.010868,59.0
30.0,210.47298,224.0
13.0,63.34006,63.0
19.0,95.84734,84.0
23.0,55.486458,33.0
39.0,115.12702,216.0
47.0,123.793304,103.0
42.0,172.97267,170.0
41.0,182.77908,212.0
45.0,138.61954,135.0
34.0,146.49333,124.0
