月份/地点,站点2预测,站点2实际
12.0,203.74872,186.00002
41.0,134.05952,141.0
35.0,152.27213,261.0
13.0,197.45027,245.00002
11.0,204.22517,200.0
30.0,175.38116,242.0
29.0,164.07832,196.0
34.0,170.43855,126.0
24.0,100.836334,119.0
27.0,109.08175,279.00003
47.0,189.5187,280.0
16.0,179.05534,283.00003
22.0,135.03894,138.0
28.0,144.24265,155.0
40.0,125.70101,146.0
23.0,104.798965,205.00002
43.0,152.353,143.0
45.0,165.31174,186.00002
14.0,195.36441,195.0
25.0,92.62172,64.0
38.0,148.17656,63.0
15.0,186.55815,237.00002
39.0,130.36118,115.0
31.0,184.87718,179.00002
37.0,146.21506,166.99998
48.0,202.99522,187.0
26.0,88.829666,193.00003
18.0,179.04294,335.0
36.0,150.33206,153.0
32.0,177.99736,188.0
17.0,176.58122,269.0
46.0,176.20241,268.00003
44.0,161.92706,164.99998
20.0,188.01826,234.0
42.0,141.25851,164.99998
19.0,192.00127,291.00003
33.0,168.5912,234.0
21.0,169.61496,141.0
