月份/地点,站点11预测,站点11实际
46.0,38.884785,50.0
48.0,45.320362,32.0
42.0,22.426813,14.0
27.0,1.4909294,2.0
23.0,1.2094369,4.0
28.0,1.5874336,6.0
26.0,1.3815169,6.0
32.0,1.1049538,25.0
41.0,21.762806,44.0
39.0,16.66852,33.0
35.0,5.0896006,14.0
22.0,1.0929335,2.0
20.0,1.1813923,11.0
45.0,34.67341,47.0
21.0,1.0233644,1.0
47.0,44.035072,49.0
36.0,8.273952,8.0
33.0,1.718751,12.999999
44.0,31.34818,32.0
16.0,2.2616835,2.0
29.0,1.491068,3.0
18.0,1.7463125,10.0
13.0,3.0677369,3.0
25.0,1.3058237,1.0
31.0,1.2023984,25.999998
15.0,3.214917,5.0
17.0,1.9955074,4.0
19.0,1.5954307,9.0
30.0,1.437504,12.0
37.0,10.950153,29.0
12.0,2.61657,2.0
11.0,2.0855203,3.0
34.0,2.9948897,23.0
14.0,3.2164772,5.0
43.0,25.852621,28.0
40.0,19.884443,45.0
38.0,14.028705,20.0
24.0,1.3291798,11.0
