月份/地点,站点1预测,站点1实际
31.0,14.335944,18.0
41.0,10.0858135,8.0
28.0,14.166305,14.0
29.0,15.45761,16.0
45.0,10.444294,17.0
36.0,8.359257,24.0
46.0,9.325622,10.0
38.0,8.268378,8.0
26.0,8.830482,16.0
32.0,11.31526,9.0
33.0,9.0375,26.0
17.0,15.88026,22.0
44.0,10.496314,11.0
43.0,11.561794,16.0
42.0,10.786007,13.0
13.0,12.629053,16.0
23.0,2.959596,39.0
11.0,22.518002,24.0
22.0,3.8274226,51.0
47.0,8.315449,11.0
21.0,5.818323,49.0
48.0,8.084584,6.0
27.0,12.047134,13.0
30.0,15.775774,23.0
12.0,17.683191,17.0
14.0,7.386889,8.0
15.0,7.7067256,7.0
40.0,9.64015,8.0
34.0,7.360473,11.0
25.0,4.0147533,4.0
16.0,13.4502325,9.0
18.0,14.727053,17.0
19.0,12.832867,62.000004
20.0,9.120666,42.0
24.0,2.959596,8.0
35.0,7.811421,23.0
37.0,8.076948,15.0
39.0,8.890355,9.0
