月份/地点,站点10预测,站点10实际
24.0,33.334724,61.999996
44.0,62.319817,73.0
40.0,87.10448,76.0
38.0,63.055702,52.0
46.0,55.592445,98.99999
21.0,60.137707,59.0
13.0,21.70714,30.0
22.0,48.858196,82.0
15.0,34.724747,33.0
35.0,102.241936,110.0
30.0,47.76647,158.0
31.0,105.21449,115.999985
37.0,66.389725,133.99998
25.0,27.484627,25.0
18.0,62.10898,57.000004
29.0,38.545563,72.0
43.0,74.70029,63.0
39.0,77.54013,97.99999
11.0,41.725452,37.0
27.0,31.146072,58.0
32.0,134.77698,125.0
47.0,71.486946,73.0
19.0,59.54506,61.0
23.0,46.470814,56.0
33.0,131.82584,133.99998
36.0,79.05926,79.0
28.0,37.350845,34.0
41.0,78.21595,96.999985
14.0,17.65273,17.0
16.0,56.144398,57.000004
48.0,59.25678,52.0
17.0,65.82395,73.0
42.0,79.563194,76.0
12.0,26.086613,30.0
26.0,24.529224,68.0
34.0,129.36288,84.99999
20.0,53.08374,90.0
45.0,61.789043,67.0
