月份/地点,站点5预测,站点5实际
47.0,64.79654,110.0
45.0,52.0857,33.0
40.0,40.420876,34.0
12.0,33.415596,47.0
30.0,34.226013,110.0
24.0,19.717783,48.0
35.0,25.6844,51.0
41.0,32.85061,52.0
11.0,32.95124,51.0
15.0,47.94635,65.0
29.0,25.268118,51.0
19.0,25.416725,85.0
34.0,19.950167,72.0
48.0,77.83265,63.0
20.0,15.143845,108.0
17.0,46.15124,47.0
37.0,29.01746,50.0
18.0,32.05467,73.0
13.0,41.57238,35.0
16.0,47.919365,57.0
31.0,78.686295,78.0
22.0,2.7171717,4.0
38.0,28.596447,16.000002
25.0,28.105875,29.0
32.0,41.419464,56.0
36.0,32.56798,34.0
44.0,34.871876,42.0
14.0,45.424904,42.0
42.0,28.096146,24.0
46.0,62.513233,81.0
39.0,33.636444,27.0
27.0,31.435034,70.0
21.0,10.233471,9.0
33.0,8.915869,58.0
43.0,29.027239,28.0
23.0,7.727279,32.0
28.0,31.497873,61.0
26.0,30.690363,87.0
