月份/地点,站点12预测,站点12实际
47.0,107.37,103.0
28.0,184.55,206.0
17.0,124.385,121.0
22.0,59.9851,69.0
38.0,133.853,121.0
11.0,153.892,163.0
31.0,227.435,239.0
16.0,156.483,143.0
45.0,130.447,135.0
25.0,55.3927,59.0
37.0,120.892,174.0
9.0,285.725,289.0
19.0,84.2228,84.0
35.0,127.322,128.0
30.0,228.384,224.0
27.0,133.753,150.0
20.0,90.7693,90.0
10.0,249.925,267.0
26.0,80.7583,82.0
34.0,151.943,124.0
32.0,211.202,222.0
40.0,142.853,233.0
23.0,33.3173,33.0
15.0,152.173,160.0
42.0,170.037,170.0
12.0,82.7871,83.0
46.0,119.989,126.0
13.0,63.102,63.0
48.0,93.9213,93.0
39.0,113.223,216.0
14.0,78.0871,69.0
43.0,151.875,151.0
24.0,39.7325,35.0
33.0,191.102,161.0
44.0,140.043,142.0
29.0,219.654,180.0
18.0,78.2221,100.0
41.0,162.626,212.0
21.0,74.5692,113.0
36.0,111.556,154.0
