月份/地点,站点10预测,站点10实际
47.0,59.5945,73.0
35.0,83.0126,110.0
34.0,84.9704,85.0
17.0,69.0636,73.0
21.0,63.3158,59.0
11.0,40.4483,37.0
42.0,73.8729,76.0
24.0,36.7671,62.0
23.0,50.7904,56.0
15.0,31.8289,33.0
30.0,50.419,158.0
29.0,37.9544,72.0
22.0,56.2663,82.0
26.0,24.9412,68.0
28.0,35.7801,34.0
27.0,28.1315,58.0
40.0,85.3129,76.0
48.0,54.1612,52.0
16.0,58.3451,57.0
19.0,57.5424,61.0
12.0,28.9732,30.0
41.0,78.4645,97.0
45.0,61.7975,67.0
25.0,32.6341,25.0
14.0,16.8302,17.0
36.0,86.9984,79.0
44.0,64.0288,73.0
39.0,89.9029,98.0
18.0,63.2265,57.0
46.0,46.8525,99.0
43.0,72.8377,63.0
31.0,113.216,116.0
9.0,71.3979,73.0
38.0,101.767,52.0
32.0,105.761,125.0
20.0,54.442,90.0
37.0,92.4553,134.0
33.0,81.4201,134.0
10.0,62.4524,52.0
13.0,22.1446,30.0
