月份/地点,站点13预测,站点13实际
46.0,4.19969,13.0
31.0,7.42741,8.0
14.0,3.2799,3.0
47.0,3.99783,6.0
48.0,4.01765,4.0
41.0,7.54077,8.0
43.0,4.05609,4.0
33.0,8.32766,17.0
22.0,44.0839,44.0
32.0,5.2837,5.0
39.0,4.95287,5.0
24.0,28.8749,28.0
19.0,4.35897,50.0
23.0,37.0512,38.0
25.0,23.6669,25.0
36.0,4.01388,4.0
45.0,4.00981,4.0
13.0,3.07395,13.0
11.0,3.39872,4.0
26.0,19.2891,18.0
35.0,12.9908,14.0
10.0,3.63228,3.0
28.0,18.2754,32.0
30.0,9.7936,9.0
27.0,15.4598,51.0
21.0,42.4554,43.0
42.0,4.26784,5.0
44.0,4.00016,4.0
29.0,14.9525,14.0
37.0,4.01458,4.0
34.0,10.1046,9.0
16.0,4.08389,7.0
17.0,4.04728,1.0
20.0,29.8993,40.0
9.0,4.45983,5.0
15.0,3.85746,7.0
12.0,3.09218,3.0
40.0,6.55627,6.0
18.0,4.00383,21.0
38.0,4.0345,4.0
