月份/地点,站点15预测,站点15实际
45.0,234.992,267.0
15.0,133.536,173.0
21.0,214.905,220.0
25.0,94.5105,95.0
36.0,244.993,197.0
17.0,214.021,225.0
9.0,217.478,205.0
46.0,210.474,216.0
30.0,173.362,153.0
28.0,171.787,175.0
12.0,126.461,136.0
32.0,257.425,292.0
48.0,135.465,130.0
42.0,326.395,312.0
39.0,153.412,301.0
19.0,250.432,224.0
40.0,130.248,384.0
47.0,174.009,185.0
41.0,248.387,405.0
35.0,292.678,332.0
14.0,123.957,105.0
22.0,187.261,230.0
13.0,131.139,133.0
23.0,166.286,164.0
11.0,87.2637,86.0
16.0,151.616,231.0
10.0,163.379,186.0
31.0,194.677,263.0
34.0,328.02,311.0
44.0,249.082,245.0
37.0,200.612,280.0
38.0,174.569,139.0
29.0,138.167,148.0
18.0,254.832,222.0
20.0,227.221,239.0
26.0,143.366,96.0
33.0,297.11,340.0
43.0,262.536,327.0
27.0,176.803,139.0
24.0,122.949,107.0
