月份/地点,站点5预测,站点5实际
28.0,60.6609,61.0
21.0,10.7902,9.0
32.0,2.71717,56.0
10.0,2.71717,78.0
20.0,37.9207,108.0
27.0,73.3031,70.0
12.0,50.9618,47.0
43.0,39.2114,28.0
11.0,48.4248,51.0
47.0,45.0141,110.0
39.0,27.2541,27.0
17.0,44.5444,47.0
23.0,30.1575,32.0
25.0,33.35,29.0
46.0,32.4657,81.0
30.0,58.3871,110.0
48.0,63.3503,63.0
22.0,2.71717,4.0
38.0,19.593,16.0
24.0,33.6235,48.0
16.0,33.6897,57.0
29.0,55.8485,51.0
36.0,31.5209,34.0
13.0,32.224,35.0
18.0,46.9136,73.0
34.0,27.4204,72.0
45.0,35.6005,33.0
26.0,74.8671,87.0
41.0,51.2651,52.0
19.0,48.4572,85.0
31.0,11.7324,78.0
15.0,53.2946,65.0
42.0,50.5259,24.0
14.0,32.4754,42.0
37.0,27.9232,50.0
9.0,30.6526,80.0
40.0,41.1696,34.0
33.0,8.74944,58.0
35.0,29.7441,51.0
44.0,34.8067,42.0
