月份/地点,站点4预测,站点4实际
48.0,97.0095,114.0
36.0,188.937,252.0
15.0,107.91,141.0
34.0,141.143,246.0
41.0,151.495,173.0
43.0,181.645,186.0
25.0,97.3,175.0
12.0,117.673,118.0
10.0,75.3275,155.0
21.0,193.952,176.0
30.0,211.311,215.0
20.0,184.423,179.0
29.0,191.753,138.0
18.0,206.049,208.0
17.0,217.64,207.0
11.0,130.509,106.0
40.0,130.807,150.0
32.0,181.209,209.0
14.0,99.9158,76.0
16.0,161.044,144.0
42.0,157.443,149.0
27.0,237.856,283.0
24.0,43.6476,43.0
28.0,220.858,243.0
19.0,188.33,249.0
46.0,104.705,186.0
39.0,165.031,155.0
44.0,129.819,174.0
26.0,182.562,208.0
38.0,194.408,171.0
9.0,62.5919,213.0
13.0,106.664,101.0
23.0,104.882,102.0
37.0,217.635,153.0
45.0,113.781,120.0
47.0,104.916,118.0
35.0,150.585,318.0
31.0,202.99,303.0
33.0,133.46,262.0
22.0,174.202,119.0
