月份/地点,站点6预测,站点6实际
48.0,55.4636,52.0
33.0,155.077,185.0
17.0,15.7832,13.0
41.0,121.691,127.0
15.0,19.1025,21.0
30.0,97.1971,99.0
9.0,10.2845,10.0
11.0,11.2132,8.0
12.0,12.1222,22.0
29.0,91.1618,77.0
26.0,67.7698,67.0
35.0,121.149,173.0
22.0,48.1732,136.0
47.0,69.4866,70.0
42.0,87.0145,85.0
45.0,57.7591,56.0
37.0,76.514,80.0
34.0,157.397,153.0
18.0,14.6995,19.0
10.0,9.8947,23.0
20.0,14.8352,42.0
14.0,20.8732,19.0
36.0,128.901,119.0
24.0,169.968,143.0
31.0,83.042,159.0
13.0,17.5251,20.0
39.0,77.4469,74.0
23.0,112.174,195.0
19.0,14.9671,17.0
43.0,41.1341,42.0
38.0,36.1983,37.0
28.0,71.512,77.0
16.0,18.3882,9.0
40.0,131.861,75.0
46.0,69.4918,68.0
27.0,42.1855,67.0
44.0,35.5369,35.0
32.0,118.444,172.0
21.0,23.836,62.0
25.0,141.698,108.0
