月份/地点,站点11预测,站点11实际
11.0,3.0668,3.0
20.0,1.20353,11.0
26.0,1.96134,6.0
27.0,1.92789,2.0
36.0,8.32345,8.0
25.0,0.996555,1.0
15.0,3.71451,5.0
35.0,13.2021,14.0
30.0,3.85185,12.0
22.0,1.88304,2.0
32.0,6.11744,25.0
46.0,46.0948,50.0
47.0,44.6841,49.0
48.0,32.7074,32.0
17.0,3.78391,4.0
10.0,6.52173,6.0
12.0,1.95872,2.0
16.0,2.03107,2.0
18.0,5.04261,10.0
37.0,10.6734,29.0
14.0,4.98649,5.0
40.0,19.7893,45.0
34.0,11.6191,23.0
19.0,2.08057,9.0
29.0,3.41749,3.0
13.0,2.9942,3.0
44.0,31.2628,32.0
21.0,0.998887,1.0
23.0,3.29869,4.0
33.0,13.4314,13.0
42.0,13.8554,14.0
38.0,20.8611,20.0
39.0,24.6392,33.0
41.0,15.0171,44.0
43.0,20.1861,28.0
9.0,2.85961,19.0
28.0,3.9891,6.0
45.0,44.7064,47.0
31.0,0.995823,26.0
24.0,3.05059,11.0
