月份/地点,站点11预测,站点11实际
11.0,0.505051,3.0
32.0,0.505051,25.0
45.0,0.505051,47.0
35.0,0.505051,14.0
21.0,0.505051,1.0
33.0,0.505051,13.0
38.0,0.505051,20.0
24.0,0.505051,11.0
18.0,0.505051,10.0
34.0,0.505051,23.0
31.0,0.505051,26.0
20.0,0.505051,11.0
48.0,0.505051,32.0
15.0,0.505051,5.0
29.0,0.505051,3.0
46.0,0.505051,50.0
17.0,0.505051,4.0
14.0,0.505051,5.0
39.0,0.505051,33.0
41.0,0.505051,44.0
23.0,0.505051,4.0
26.0,0.505051,6.0
19.0,0.505051,9.0
28.0,0.505051,6.0
43.0,0.505051,28.0
30.0,0.505051,12.0
47.0,0.505051,49.0
44.0,0.505051,32.0
27.0,0.505051,2.0
37.0,0.505051,29.0
36.0,0.505051,8.0
40.0,0.505051,45.0
12.0,0.505051,2.0
22.0,0.505051,2.0
16.0,0.505051,2.0
25.0,0.505051,1.0
13.0,0.505051,3.0
42.0,0.505051,14.0
