月份/地点,站点2预测,站点2实际
26.0,187.003,193.0
17.0,273.891,269.0
46.0,257.268,268.0
20.0,233.802,234.0
43.0,138.302,143.0
13.0,241.233,245.0
23.0,194.505,205.0
28.0,147.066,155.0
42.0,157.904,165.0
30.0,244.494,242.0
37.0,161.56,167.0
38.0,64.6661,63.0
24.0,112.993,119.0
21.0,137.519,141.0
29.0,188.226,196.0
18.0,338.364,335.0
47.0,282.225,280.0
31.0,174.017,179.0
19.0,294.278,291.0
44.0,158.841,165.0
22.0,133.266,138.0
25.0,66.1242,64.0
27.0,268.264,279.0
11.0,193.408,200.0
12.0,184.291,186.0
40.0,138.624,146.0
16.0,278.668,283.0
41.0,134.74,141.0
39.0,108.054,115.0
45.0,182.274,186.0
48.0,332.118,187.0
32.0,166.541,188.0
33.0,206.796,234.0
15.0,289.923,237.0
14.0,234.548,195.0
34.0,183.322,126.0
35.0,102.474,261.0
36.0,161.357,153.0
