月份/地点,站点10预测,站点10实际
22.0,86.8772,82.0
29.0,71.7051,72.0
15.0,32.5973,33.0
12.0,33.1579,30.0
14.0,17.4632,17.0
44.0,74.9528,73.0
16.0,55.5599,57.0
46.0,71.4175,99.0
48.0,50.4827,52.0
39.0,94.6225,98.0
20.0,88.6282,90.0
28.0,34.3272,34.0
17.0,72.7909,73.0
26.0,70.0866,68.0
25.0,24.9895,25.0
24.0,65.4461,62.0
11.0,41.7052,37.0
38.0,55.3299,52.0
42.0,71.9008,76.0
27.0,60.4775,58.0
13.0,33.0336,30.0
21.0,65.0046,59.0
35.0,112.273,110.0
41.0,92.4546,97.0
37.0,130.225,134.0
40.0,74.901,76.0
19.0,62.6644,61.0
36.0,79.9363,79.0
45.0,75.5486,67.0
30.0,96.1226,158.0
47.0,67.6147,73.0
32.0,61.2108,125.0
43.0,79.7117,63.0
33.0,70.2234,134.0
18.0,59.4689,57.0
31.0,71.6541,116.0
34.0,78.6829,85.0
23.0,75.2103,56.0
