月份/地点,站点5预测,站点5实际
31.0,2.71717,78.0
14.0,2.71717,42.0
34.0,2.71717,72.0
40.0,2.71717,34.0
24.0,2.71717,48.0
20.0,2.71717,108.0
28.0,2.71717,61.0
13.0,2.71717,35.0
41.0,2.71717,52.0
22.0,2.71717,4.0
44.0,2.71717,42.0
38.0,2.71717,16.0
47.0,2.71717,110.0
16.0,2.71717,57.0
21.0,2.71717,9.0
42.0,2.71717,24.0
39.0,2.71717,27.0
30.0,2.71717,110.0
36.0,2.71717,34.0
23.0,2.71717,32.0
19.0,2.71717,85.0
17.0,2.71717,47.0
37.0,2.71717,50.0
46.0,2.71717,81.0
35.0,2.71717,51.0
45.0,2.71717,33.0
15.0,2.71717,65.0
32.0,2.71717,56.0
11.0,2.71717,51.0
48.0,2.71717,63.0
25.0,2.71717,29.0
33.0,2.71717,58.0
26.0,2.71717,87.0
12.0,2.71717,47.0
18.0,2.71717,73.0
27.0,2.71717,70.0
29.0,2.71717,51.0
43.0,2.71717,28.0
