月份/地点,站点3预测,站点3实际
41.0,10.5556,180.0
35.0,10.5556,186.0
21.0,10.5556,201.0
36.0,10.5556,137.0
20.0,10.5556,168.0
16.0,10.5556,191.0
37.0,10.5556,110.0
29.0,10.5556,343.0
24.0,10.5556,126.0
11.0,10.5556,117.0
18.0,10.5556,164.0
48.0,10.5556,14.0
14.0,10.5556,79.0
38.0,10.5556,56.0
28.0,10.5556,188.0
13.0,10.5556,119.0
22.0,10.5556,193.0
12.0,10.5556,148.0
40.0,10.5556,165.0
44.0,10.5556,52.0
26.0,10.5556,34.0
25.0,10.5556,46.0
19.0,10.5556,149.0
32.0,10.5556,289.0
30.0,10.5556,355.0
31.0,10.5556,232.0
47.0,10.5556,39.0
45.0,10.5556,86.0
42.0,10.5556,107.0
43.0,10.5556,65.0
39.0,10.5556,119.0
17.0,10.5556,164.0
23.0,10.5556,153.0
46.0,10.5556,48.0
33.0,10.5556,230.0
34.0,10.5556,130.0
15.0,10.5556,144.0
27.0,10.5556,105.0
