月份/地点,站点15预测,站点15实际
37.0,272.793,280.0
30.0,150.604,153.0
21.0,212.157,220.0
14.0,104.88,105.0
17.0,218.185,225.0
12.0,135.398,136.0
39.0,285.59,301.0
38.0,137.867,139.0
36.0,197.452,197.0
43.0,321.148,327.0
47.0,184.062,185.0
11.0,86.0298,86.0
16.0,231.787,231.0
19.0,220.037,224.0
35.0,323.28,332.0
44.0,238.159,245.0
29.0,150.556,148.0
25.0,95.573,95.0
32.0,285.406,292.0
34.0,301.634,311.0
24.0,105.746,107.0
40.0,373.069,384.0
31.0,255.127,263.0
46.0,208.143,216.0
42.0,306.699,312.0
27.0,139.318,139.0
45.0,258.264,267.0
23.0,163.532,164.0
13.0,137.648,133.0
33.0,324.858,340.0
48.0,289.95,130.0
28.0,140.166,175.0
15.0,139.675,173.0
20.0,215.417,239.0
22.0,168.206,230.0
26.0,129.641,96.0
41.0,405.609,405.0
18.0,284.788,222.0
