月份/地点,站点2预测,站点2实际
22.0,136.4129,138.0
33.0,224.87683,234.0
16.0,265.66168,283.00003
34.0,123.07595,126.0
27.0,271.43387,279.00003
32.0,183.5506,188.0
48.0,190.14154,187.0
38.0,60.938644,63.0
19.0,284.2956,291.00003
18.0,291.82993,335.0
17.0,250.67273,269.0
36.0,149.89008,153.0
35.0,255.16988,261.0
28.0,147.91827,155.0
46.0,259.09454,268.00003
12.0,176.45291,186.00002
14.0,188.56403,195.0
29.0,192.20984,196.0
23.0,193.18251,205.00002
15.0,233.37482,237.00002
37.0,164.35966,166.99998
13.0,238.33154,245.00002
41.0,134.55078,141.0
21.0,136.25018,141.0
39.0,113.9251,115.0
47.0,292.2326,280.0
20.0,248.33464,234.0
40.0,143.02867,146.0
25.0,62.51132,64.0
24.0,112.3926,119.0
26.0,123.175835,193.00003
44.0,162.52245,164.99998
31.0,142.5522,179.00002
30.0,165.49629,242.0
45.0,151.04565,186.00002
43.0,120.91362,143.0
11.0,241.36696,200.0
42.0,125.887856,164.99998
