月份/地点,站点8预测,站点8实际
46.0,99.5541,174.0
33.0,34.17373,31.0
48.0,122.07078,147.0
25.0,63.778416,64.0
36.0,151.85048,144.0
14.0,188.24721,164.0
21.0,109.58536,126.0
42.0,98.54891,114.99999
45.0,96.20544,94.0
13.0,123.6497,158.0
32.0,67.03173,100.0
29.0,76.640526,79.0
27.0,170.37602,291.0
26.0,79.92284,278.0
11.0,12.858586,38.0
24.0,169.0085,167.0
35.0,68.34578,171.0
28.0,147.71007,141.0
15.0,190.95306,300.0
40.0,117.78194,109.00001
44.0,94.1489,107.0
22.0,99.84237,228.0
47.0,133.19125,148.0
43.0,104.964806,95.0
19.0,109.63714,108.0
20.0,107.99271,88.0
34.0,34.65075,38.0
16.0,199.78152,212.00002
12.0,12.858586,19.0
23.0,111.79997,384.0
39.0,122.96101,111.0
18.0,123.72943,134.0
37.0,129.09085,178.0
17.0,115.55663,208.0
30.0,84.15842,65.0
31.0,99.81378,78.0
41.0,112.69642,82.99999
38.0,135.72171,123.0
