月份/地点,站点5预测,站点5实际
32.0,54.289806,56.0
17.0,60.66216,47.0
21.0,9.395919,9.0
25.0,30.882032,29.0
37.0,27.592562,50.0
45.0,35.86425,33.0
44.0,40.391033,42.0
46.0,67.75591,81.0
38.0,32.838253,16.000002
23.0,26.43215,32.0
28.0,57.402264,61.0
33.0,27.716965,58.0
27.0,45.60809,70.0
11.0,54.172985,51.0
20.0,44.6231,108.0
35.0,22.899628,51.0
12.0,46.903725,47.0
14.0,43.37082,42.0
42.0,24.811136,24.0
36.0,35.920853,34.0
22.0,2.7171717,4.0
48.0,64.00442,63.0
15.0,53.734802,65.0
16.0,59.60803,57.0
29.0,52.322083,51.0
30.0,110.63096,110.0
18.0,46.816605,73.0
13.0,39.004448,35.0
43.0,29.785744,28.0
31.0,75.71605,78.0
40.0,48.47951,34.0
19.0,44.185936,85.0
39.0,39.196594,27.0
41.0,30.356928,52.0
47.0,83.767075,110.0
26.0,38.31788,87.0
34.0,19.050879,72.0
24.0,28.477705,48.0
