月份/地点,站点13预测,站点13实际
29.0,13.714167,13.999999
24.0,28.215101,27.999998
38.0,3.9846141,4.0
48.0,4.060513,4.0
20.0,41.259106,40.0
36.0,3.9902852,4.0
30.0,9.070516,9.0
21.0,41.848934,43.0
46.0,6.5598125,13.0
28.0,32.93126,32.0
31.0,7.803124,8.0
47.0,6.3336296,6.0
42.0,5.0554304,5.0
14.0,2.9584315,3.0
32.0,4.904807,5.0
25.0,22.778944,25.0
26.0,19.110561,18.0
27.0,13.344447,51.0
43.0,4.000993,4.0
23.0,37.271935,38.0
17.0,1.038532,1.0
12.0,3.0742128,3.0
19.0,11.436046,50.0
41.0,7.9354463,8.0
13.0,4.474562,13.0
44.0,4.01115,4.0
39.0,5.3653255,5.0
45.0,3.970063,4.0
18.0,4.16929,21.0
16.0,6.0895424,6.9999995
33.0,5.4742646,17.0
40.0,9.4967375,6.0
15.0,6.0348816,6.9999995
11.0,3.325395,4.0
34.0,9.571495,9.0
37.0,4.4061522,4.0
35.0,4.8233795,13.999999
22.0,43.061844,44.0
