月份/地点,站点7预测,站点7实际
35.0,121.09312,300.0
26.0,192.1314,185.0
43.0,151.63063,154.0
27.0,237.97456,220.0
40.0,234.76868,312.0
23.0,218.146,353.0
12.0,0.828283,17.0
16.0,492.91217,497.0
45.0,188.83202,199.0
37.0,251.43602,278.0
14.0,154.25375,121.0
17.0,481.07074,518.0
15.0,285.0746,460.0
34.0,153.18875,138.0
21.0,236.64557,249.0
42.0,163.74509,153.0
36.0,255.17381,285.0
30.0,153.59848,300.0
33.0,239.8911,221.0
11.0,0.828283,6.0
24.0,360.17386,342.0
20.0,400.00613,420.0
28.0,284.9203,315.0
32.0,161.92189,168.0
38.0,206.6557,141.0
19.0,324.7191,323.0
22.0,88.22192,79.0
41.0,202.17433,239.0
47.0,207.2104,182.0
44.0,160.61827,138.0
29.0,246.28505,234.0
31.0,246.75471,147.0
39.0,193.5323,206.0
46.0,143.08275,255.0
18.0,364.4572,413.0
13.0,0.828283,194.0
25.0,277.9185,170.0
48.0,209.20045,174.0
