月份/地点,站点11预测,站点11实际
32.0,14.93548,25.0
20.0,1.1228522,11.0
14.0,5.0173755,5.0
22.0,1.8923014,2.0
24.0,3.1961489,11.0
43.0,28.230219,28.0
23.0,3.8395443,4.0
28.0,5.641263,6.0
41.0,21.5846,44.0
42.0,14.231567,14.0
15.0,4.7278814,5.0
34.0,14.686197,23.0
38.0,20.352015,20.0
35.0,14.20116,14.0
18.0,8.51116,10.0
13.0,2.9117823,3.0
47.0,49.58962,49.0
36.0,7.869751,8.0
25.0,1.0015086,1.0
27.0,1.9113991,2.0
26.0,5.9801855,6.0
16.0,2.0805533,2.0
40.0,26.997786,45.0
31.0,2.8722932,25.999998
12.0,1.9352086,2.0
44.0,30.12232,32.0
29.0,2.9738338,3.0
48.0,29.493652,32.0
17.0,3.771702,4.0
21.0,0.9981621,1.0
45.0,13.79305,47.0
19.0,5.351863,9.0
30.0,1.8041575,12.0
37.0,2.5185645,29.0
46.0,30.411709,50.0
11.0,2.9826326,3.0
39.0,37.326263,33.0
33.0,15.242148,12.999999
