月份/地点,站点15预测,站点15实际
17.0,231.55772,225.0
44.0,241.47012,245.0
23.0,165.24785,164.0
38.0,133.30023,139.0
47.0,184.29446,185.0
11.0,85.76963,86.0
43.0,312.20016,327.0
16.0,228.69438,231.0
14.0,106.29814,105.0
46.0,210.55574,215.99998
15.0,175.9708,173.0
12.0,135.68707,136.0
18.0,221.33817,222.0
19.0,240.48463,224.0
25.0,95.28995,95.0
32.0,299.7307,292.0
13.0,138.8139,133.0
29.0,144.94574,148.0
33.0,335.2763,340.00003
42.0,332.04913,312.0
41.0,395.54352,405.0
48.0,128.18658,130.0
31.0,219.1038,263.0
30.0,159.03271,153.0
35.0,321.3915,332.0
26.0,96.2247,96.0
20.0,246.79922,239.0
21.0,223.88876,220.0
40.0,233.15144,384.0
34.0,337.17285,311.0
28.0,128.18456,175.00002
36.0,287.3334,197.0
24.0,108.72955,107.0
39.0,109.24375,301.0
45.0,173.45235,267.0
37.0,132.90953,280.0
27.0,105.19896,139.0
22.0,184.38791,229.99998
